"vOTU","GENOME_LENGTH","CHECKV_QUALITY","LIFE_CYCLE","TOTAL_METAGENOME_PRESENCE","METATRANSCRIPTOME_PRESENCE","DNA_VIROME_PRESENCE","HOST_GENBANK_ACCESSION","HOST_GENUS","HOST_NAME","VC","SUBCLUSTER","REF_PHAGES_IN_VC","VC_IDENTITY","FAMILY","SPECIES","C1RH","C1S","C2RH","C2S","C3RH","C3S","C4RH","C4S","V1RH","V1S","V2RH","V2S","V3RH","V3S","V4RH","V4S"
"dsDNA_phage_741",12959,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_742",12571,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1523,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_743",12519,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1152,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_744",12033,"Not-determined","LYTIC",0,1,0,"GCA_000219215.1","Cupriavidus","Cupriavidus necator N-1",1533,0,"NO","VC",NA,NA,214,0,160,0,109,0,278,0,0,0,0,0,0,0,0,0
"dsDNA_phage_745",12004,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1530,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_746",10660,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_747",25602,"Not-determined","LYTIC",0,1,0,"GCA_002844665.1","Candidatus","Candidatus Hodgkinia cicadicola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_748",17704,"Not-determined","LYTIC",0,1,0,"GCA_002355135.1","Blattabacterium","Blattabacterium cuenoti BPAY",1520,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0
"dsDNA_phage_749",15139,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_75",16437,"Not-determined","LYTIC",1,0,0,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",1442,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,214,0,171,0,0,0,0,0,0,0
"dsDNA_phage_750",14645,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_751",11484,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_752",10474,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_753",21516,"Not-determined","LYTIC",0,1,0,"GCA_000093165.1","Blattabacterium","Blattabacterium sp. (Periplaneta americana) str. BPLAN",NA,NA,NA,NA,NA,NA,21,0,22,0,0,0,0,0,12,0,0,0,21,0,0,0
"dsDNA_phage_754",10114,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0
"dsDNA_phage_755",12302,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_756",11477,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_757",11174,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1489,0,"NO","VC",NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_758",10308,"High-quality","LYTIC",0,1,0,"GCA_001956655.2","Staphylococcus","Staphylococcus epidermidis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_759",10909,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_76",11913,"Low-quality","LYTIC",1,0,0,NA,NA,NA,1534,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,251,0,486,0,0,0
"dsDNA_phage_760",12123,"Not-determined","LYTIC",0,1,0,"GCA_001562215.1","Stenotrophomonas","Stenotrophomonas sp. KCTC 12332",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_761",12120,"Not-determined","LYTIC",0,1,0,"GCA_000024905.1","Thermanaerovibrio","Thermanaerovibrio acidaminovorans DSM 6589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_762",12001,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_763",11729,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_764",11713,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_765",16643,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_766",15411,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1440,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"dsDNA_phage_767",13681,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,1390,0,999,0,846,0,1088,0,0,0,0,0,0,0,0,0
"dsDNA_phage_768",14256,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1505,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_769",13611,"Not-determined","LYTIC",0,1,0,"GCA_002849735.1","Amycolatopsis","Amycolatopsis sp. BJA-103",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"dsDNA_phage_77",11180,"Not-determined","TEMPERATE",1,0,0,NA,NA,NA,1462,0,"NO","VC",NA,NA,0,0,0,0,0,121,213,0,154,159,0,0,0,112,0,247
"dsDNA_phage_770",13026,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_771",10171,"Not-determined","LYTIC",0,1,0,"GCA_000389965.1","Actinoplanes","Actinoplanes sp. N902-109",1506,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_772",19875,"Not-determined","LYTIC",0,1,0,"GCA_001663855.1","Ralstonia","Ralstonia insidiosa",1450,0,"NO","VC",NA,NA,1067,0,756,0,413,0,1597,620,0,0,0,0,0,0,557,0
"dsDNA_phage_773",29059,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_774",24385,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1521,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_775",10135,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_776",10111,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_777",10104,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_778",10098,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_779",10095,"High-quality","LYTIC",0,1,0,NA,NA,NA,1501,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_78",22711,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,329,0,0,0,574,0,0,0,0,0,0,0,0,0
"dsDNA_phage_780",10087,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_781",10055,"Not-determined","LYTIC",0,1,0,"GCA_000789375.1","Thermotoga","Thermotoga sp. Cell2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_782",10030,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_783",11005,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1502,0,"NO","VC",NA,NA,953,0,633,0,0,809,1905,741,1543,1007,755,0,937,0,0,1089
"dsDNA_phage_784",11655,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,1518,0,969,0,909,0,997,0,0,0,0,0,0,0,0,0
"dsDNA_phage_785",16112,"Not-determined","LYTIC",0,1,0,"GCA_000219215.1","Cupriavidus","Cupriavidus necator N-1",1533,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_786",15642,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,3480,0,1832,0,1316,0,1389,0,0,0,0,0,0,0,0,0
"dsDNA_phage_787",10533,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1130,0,756,0,712,0,1063,0,0,0,0,0,0,0,0,0
"dsDNA_phage_788",10532,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,1528,0,892,0,931,0,1053,0,0,0,0,0,0,0,0,0
"dsDNA_phage_789",10516,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,2248,0,1817,0,1320,447,1716,432,0,0,0,0,0,0,0,0
"dsDNA_phage_79",60922,"Medium-quality","TEMPERATE",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_790",10509,"Not-determined","LYTIC",0,1,0,"GCA_000219215.1","Cupriavidus","Cupriavidus necator N-1",NA,NA,NA,NA,NA,NA,935,0,580,0,587,0,678,0,0,0,0,0,0,0,0,0
"dsDNA_phage_791",10436,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,1107,0,749,0,768,0,1279,0,473,0,0,0,595,0,0,0
"dsDNA_phage_792",15338,"Not-determined","LYTIC",0,1,0,"GCA_002007605.1","Cellvibrio","Cellvibrio sp. PSBB023",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_793",10796,"High-quality","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_794",10227,"Low-quality","LYTIC",0,1,0,"GCA_001877035.1","Clostridium","Clostridium estertheticum subsp. estertheticum",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_795",10209,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_796",10055,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_797",10473,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_798",10455,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1453,0,"NO","VC",NA,NA,790,0,498,0,488,0,594,0,0,0,0,0,0,0,0,0
"dsDNA_phage_799",11878,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,2668,0,1911,0,1434,482,2047,511,0,0,0,0,0,322,0,0
"dsDNA_phage_8",10406,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,692,0,158,0,402,0,0,0
"dsDNA_phage_80",47298,"Complete","TEMPERATE",1,1,1,"GCA_000023425.1","Ralstonia","Ralstonia pickettii 12D",NA,NA,NA,NA,NA,NA,0,0,168634,2251,541,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_800",11506,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2170,0,1177,0,1049,0,1171,0,0,0,0,0,0,0,0,0
"dsDNA_phage_801",11611,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1881,0,1353,0,1085,0,1389,323,0,0,0,0,0,0,0,0
"dsDNA_phage_802",11602,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1524,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_803",11498,"Not-determined","LYTIC",0,1,0,"GCA_001955695.1","Rhodoferax","Rhodoferax koreense",NA,NA,NA,NA,NA,NA,1662,0,1309,0,998,0,1910,377,0,0,0,0,0,0,0,0
"dsDNA_phage_804",11470,"Not-determined","LYTIC",0,1,0,"GCA_000009285.2","Ralstonia","Ralstonia eutropha H16",1262,0,"NO","OUTLIER",NA,NA,1489,0,1159,0,970,0,1635,0,0,0,0,0,0,0,0,0
"dsDNA_phage_805",10703,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,1920,0,1648,0,1227,0,1518,436,0,0,0,0,0,0,0,0
"dsDNA_phage_806",12117,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1532,0,"NO","VC",NA,NA,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_807",12085,"Not-determined","LYTIC",0,1,0,"GCA_000009285.2","Ralstonia","Ralstonia eutropha H16",NA,NA,NA,NA,NA,NA,1488,0,978,0,963,0,1430,0,0,0,0,0,0,0,0,0
"dsDNA_phage_808",12010,"Not-determined","LYTIC",0,1,0,"GCA_001955695.1","Rhodoferax","Rhodoferax koreense",1530,0,"NO","VC",NA,NA,703,0,591,0,481,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_809",11929,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1441,0,"NO","OUTLIER",NA,NA,2678,0,1706,0,1385,0,2582,593,0,0,0,0,0,0,0,0
"dsDNA_phage_81",12459,"Low-quality","TEMPERATE",1,0,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,960,0,187,0,155,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_810",11750,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,2071,0,1207,0,1073,151,1105,0,0,0,0,0,0,0,0,0
"dsDNA_phage_811",11692,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1516,0,"NO","VC",NA,NA,728,0,738,0,474,0,709,0,0,0,0,0,0,0,0,0
"dsDNA_phage_812",13402,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1472,0,"NO","OUTLIER",NA,NA,0,0,3811,0,8434,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_813",11615,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_814",11211,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_815",10931,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_816",14444,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_817",10675,"Not-determined","LYTIC",0,1,0,"GCA_000203875.1","Ralstonia","Ralstonia eutropha JMP134",1450,0,"NO","VC",NA,NA,832,0,710,565,0,449,1206,443,955,0,787,0,1088,0,581,569
"dsDNA_phage_818",10543,"Low-quality","LYTIC",0,1,0,"GCA_000013865.1","Polaromonas","Polaromonas sp. JS666",NA,NA,NA,NA,NA,NA,1054,0,534,0,580,0,1416,0,0,0,0,0,0,0,0,0
"dsDNA_phage_819",10496,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,2125,0,1664,0,1106,0,2411,830,0,0,0,0,1776,0,0,0
"dsDNA_phage_82",17854,"Low-quality","LYTIC",1,0,0,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",1171,0,"NO","OUTLIER",NA,NA,0,0,248,0,0,0,485,0,0,0,0,0,0,0,0,0
"dsDNA_phage_820",11248,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,1771,0,1030,0,1036,0,1084,0,0,0,0,0,0,0,0,0
"dsDNA_phage_821",11230,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_822",21582,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",1517,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_823",20582,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,5545,0,2954,0,2434,238,2089,300,0,0,0,0,0,0,0,0
"dsDNA_phage_824",18763,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1263,0,"NO","OUTLIER",NA,NA,1466,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_825",17745,"Not-determined","LYTIC",0,1,0,"GCA_000196015.1","Cupriavidus","Cupriavidus metallidurans CH34",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_826",17744,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,48,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_827",11032,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1510,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_828",10888,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,1594,0,1330,0,1074,0,1188,0,0,0,0,0,0,0,0,0
"dsDNA_phage_829",10868,"Not-determined","LYTIC",0,1,0,"GCA_002441975.1","Acidovorax","Acidovorax citrulli",NA,NA,NA,NA,NA,NA,1515,0,811,0,866,0,1048,0,0,0,0,0,0,0,0,0
"dsDNA_phage_83",12623,"Low-quality","LYTIC",1,0,0,NA,NA,NA,1534,0,"NO","VC",NA,NA,587,0,133,0,0,0,0,0,0,0,286,0,186,0,0,0
"dsDNA_phage_830",10824,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,583,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0
"dsDNA_phage_831",10755,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_832",10741,"Not-determined","TEMPERATE",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1535,0,"NO","OUTLIER",NA,NA,6439,0,3491,0,4829,348,4616,400,0,0,0,0,0,0,0,0
"dsDNA_phage_833",10862,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_834",11914,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_835",11169,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_836",11055,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_837",10933,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_838",11199,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1151,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_839",10706,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_84",34946,"Low-quality","LYTIC",1,0,0,"GCA_001302585.1","Kibdelosporangium","Kibdelosporangium phytohabitans",1167,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_840",10592,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_841",17042,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1460,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_842",15820,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_843",15656,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1442,0,"NO","OUTLIER",NA,NA,733,0,388,0,200,0,419,0,0,0,0,0,0,0,0,0
"dsDNA_phage_844",15629,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,0,563,0,0,0,0,0,257,0,0,0,732,0,0,0
"dsDNA_phage_845",15601,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1450,0,"NO","VC",NA,NA,558,0,432,0,231,0,616,0,0,0,0,0,0,0,0,0
"dsDNA_phage_846",12372,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1519,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0
"dsDNA_phage_847",10023,"High-quality","LYTIC",0,1,0,"GCA_001877035.1","Clostridium","Clostridium estertheticum subsp. estertheticum",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_848",23710,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1507,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_849",48493,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1443,0,"NO","OUTLIER",NA,NA,1828,0,1049,0,1164,0,1987,0,0,0,0,0,0,0,0,0
"dsDNA_phage_85",19032,"Low-quality","LYTIC",1,0,0,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_850",38915,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1367,0,"NO","OUTLIER",NA,NA,229,0,202,0,180,0,209,0,0,0,0,0,0,0,0,0
"dsDNA_phage_851",33320,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1482,0,"NO","OUTLIER",NA,NA,3492,0,2596,0,1996,0,2718,0,0,0,0,0,0,0,0,0
"dsDNA_phage_852",32717,"Medium-quality","TEMPERATE",0,1,0,NA,NA,NA,1472,0,"NO","OUTLIER",NA,NA,32269,1923,26148,4852,67957,3492,4106,0,0,0,0,0,0,0,0,0
"dsDNA_phage_853",29283,"Not-determined","LYTIC",0,1,0,"GCA_001854285.1","Cupriavidus","Cupriavidus sp. USMAHM13",1461,0,"NO","VC",NA,NA,6187,0,3582,0,2852,0,2431,0,0,0,0,0,0,0,0,0
